,title,authors,date,journal,citations,references,paper_link,authors_full,affiliation
220,Refining Defect States in W18O49 by Mo Doping: A Strategy for Tuning N-2 Activation towards Solar-Driven Nitrogen Fixation,"Zhang, N Jalil, A ... Xiong, YJ",Aug 1 2018,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,487,67,/wos/woscc/full-record/WOS:000440877000023,"Liu, XK; Xu, WD; Bai, S; Jin, YZ; Wang, JP; Friend, RH; Gao, F","Linkoping Univ, Dept Phys Chem & Biol IFM, Linkoping, Sweden; Zhejiang Univ, State Key Lab Silicon Mat, Ctr Chem High Performance & Novel Mat, Hangzhou, Peoples R China; Zhejiang Univ, Dept Chem, Hangzhou, Peoples R China; Nanjing Tech Univ NanjingTech, Inst Adv Mat IAM, Key Lab Flexible Elect KLOFE, Nanjing, Peoples R China; Univ Cambridge, Cavendish Lab, Cambridge, England"
221,Quantum computers,"Ladd, TD Jelezko, F ... O'Brien, JL",Mar 4 2010,NATURE,2088,111,/wos/woscc/full-record/WOS:000275117500031,"Wang, H; Liu, FC; Fu, W; Fang, ZY; Zhou, W; Liu, Z","Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore 639798, Singapore; Peking Univ, State Key Lab Mesoscop Phys, Sch Phys, Beijing 100871, Peoples R China; Collaborat Innovat Ctr Quantum Matter, Beijing 100871, Peoples R China; Rice Univ, Dept Elect & Comp Engn, Houston, TX 77005 USA; Rice Univ, Lab Nanophoton, Houston, TX 77005 USA; Oak Ridge Natl Lab, Mat Sci & Technol Div, Oak Ridge, TN 37831 USA; Nanyang Technol Univ, Sch Elect & Elect Engn, Nanoelect Ctr Excellence, NOVITAS, Singapore 639798, Singapore; CINTRA CNRS NTU THALES, UMI 3288, Singapore 637553, Singapore"
222,"Two-dimensional heterostructures: fabrication, characterization, and application","Wang, H Liu, FC ... Liu, Z",2014,NANOSCALE,270,222,/wos/woscc/full-record/WOS:000344997500004,"Ladd, TD; Jelezko, F; Laflamme, R; Nakamura, Y; Monroe, C; O'Brien, JL","Univ Bristol, Ctr Quantum Photon, HH Wills Phys Lab, Bristol BS8 1UB, Avon, England; Univ Bristol, Dept Elect & Elect Engn, Bristol BS8 1UB, Avon, England; Stanford Univ, Edward L Ginzton Lab, Stanford, CA 94305 USA; Univ Stuttgart, Inst Phys 3, D-70550 Stuttgart, Germany; Univ Waterloo, Inst Quantum Comp, Waterloo, ON N2L 3G1, Canada; Univ Waterloo, Dept Phys & Astron, Waterloo, ON N2L 3G1, Canada; Perimeter Inst, Waterloo, ON N2L 2Y5, Canada; NEC Corp Ltd, Nano Elect Res Labs, Tsukuba, Ibaraki 3058501, Japan; RIKEN, Inst Phys & Chem Res, Wako, Saitama 3510198, Japan; Univ Maryland, Dept Phys, Joint Quantum Inst, College Pk, MD 20742 USA; NIST, College Pk, MD 20742 USA"
223,Enhanced photovoltage for inverted planar heterojunction perovskite solar cells,"Luo, DY Yang, WQ ... Zhu, R",Jun 29 2018,SCIENCE,957,34,/wos/woscc/full-record/WOS:000436598000072,"Luo, DY; Yang, WQ; Wang, ZP; Sadhanala, A; Hu, Q; Su, R; Shivanna, R; Trindade, GF; Watts, JF; Xu, ZJ; Liu, TH; Chen, K; Ye, FJ; Wu, P; Zhao, LC; Wu, J; Tu, YG; Zhang, YF; Yang, XY; Zhang, W; Friend, RH; Gong, QH; Snaith, HJ; Zhu, R","Peking Univ, Dept Phys, State Key Lab Artificial Microstruct & Mesoscop P, Beijing 100871, Peoples R China; Collaborat Innovat Ctr Quantum Matter, Beijing 100871, Peoples R China; Univ Oxford, Dept Phys, Clarendon Lab, Parks Rd, Oxford OX1 3PU, England; Cavendish Lab, JJ Thomson Ave, Cambridge CB3 0HE, England; Univ Surrey, Fac Engn & Phys Sci, Surface Anal Lab, Guildford GU2 7XH, Surrey, England; Univ Surrey, Adv Technol Inst, Guildford GU2 7XH, Surrey, England; Shanxi Univ, Collaborat Innovat Ctr Extreme Opt, Taiyuan 030006, Shanxi, Peoples R China"
224,Biodegradable black phosphorus-based nanospheres for in vivo photothermal cancer therapy,"Shao, JD Xie, HH ... Chu, PK",Sep 2016,NATURE COMMUNICATIONS,698,67,/wos/woscc/full-record/WOS:000385456600001,"Shao, JD; Xie, HH; Huang, H; Li, ZB; Sun, ZB; Xu, YH; Xiao, QL; Yu, XF; Zhao, YT; Zhang, H; Wang, HY; Chu, PK","Chinese Acad Sci, Shenzhen Inst Adv Technol, Inst Biomed & Biotechnol, Shenzhen 518055, Peoples R China; Shenzhen Univ, SZU NUS Collaborat Innovat Ctr Optoelect Sci & Te, Shenzhen 518060, Peoples R China; Shenzhen Univ, Key Lab Optoelect Devices & Syst, Minist Educ & Guangdong Prov, Coll Optoelect Engn, Shenzhen 518060, Peoples R China; City Univ Hong Kong, Dept Phys & Mat Sci, Tat Chee Ave, Kowloon 999077, Hong Kong, Peoples R China"
225,Broadband Metamaterial Absorbers,"Yu, P Besteiro, LV ... Wang, ZM",Feb 2019,ADVANCED OPTICAL MATERIALS,287,206,/wos/woscc/full-record/WOS:000457757700002,"Zhang, XY; Lin, H; Huang, H; Reckmeier, C; Zhang, Y; Choy, WCH; Rogach, AL","City Univ Hong Kong, Dept Phys & Mat Sci, Kowloon, Hong Kong, Peoples R China; City Univ Hong Kong, Ctr Funct Photon, Kowloon, Hong Kong, Peoples R China; Jilin Univ, State Key Lab Integrated Optoelect, Changchun 130012, Peoples R China; Jilin Univ, Coll Elect Sci & Engn, Changchun 130012, Peoples R China; Univ Hong Kong, Dept Elect & Elect Engn, Pokfulam Rd, Hong Kong, Hong Kong, Peoples R China"
226,Enhancing the Brightness of Cesium Lead Halide Perovskite Nanocrystal Based Green Light-Emitting Devices through the Interface Engineering with Perfluorinated lonomer,"Zhang, XY Lin, H ... Rogach, AL",Feb 2016,NANO LETTERS,602,54,/wos/woscc/full-record/WOS:000370215200088,"Ding, HL; Zhang, YX; Wang, S; Xu, JM; Xu, SC; Li, GH","Chinese Acad Sci, Inst Solid State Phys, Key Lab Mat Phys, Anhui Key Lab Nanomat & Nanotechnol, Hefei 230031, Peoples R China"
227,Fe3O4@SiO2 Core/Shell Nanoparticles: The Silica Coating Regulations with a Single Core for Different Core Sizes and Shell Thicknesses,"Ding, HL Zhang, YX ... Li, GH",Dec 11 2012,CHEMISTRY OF MATERIALS,385,69,/wos/woscc/full-record/WOS:000312122400011,"Yu, P; Besteiro, LV; Huang, YJ; Wu, J; Fu, L; Tan, HH; Jagadish, C; Wiederrecht, GP; Govorov, AO; Wang, ZM","Univ Elect Sci & Technol China, Inst Fundamental & Frontier Sci, Chengdu 610054, Sichuan, Peoples R China; Australian Natl Univ, Res Sch Phys & Engn, Dept Elect Mat & Engn, Canberra, ACT 0200, Australia; Inst Natl Rech Sci Energie Mat Telecommun, Varennes, PQ J3X 1S2, Canada; Univ Elect Sci & Technol China, Sch Informat & Commun Engn, Chengdu 611731, Sichuan, Peoples R China; Argonne Natl Lab, Ctr Nanoscale Mat, Lemont, IL 60439 USA; Ohio Univ, Dept Phys & Astron, Athens, OH 45701 USA"
228,Carbon Quantum Dot Implanted Graphite Carbon Nitride Nanotubes: Excellent Charge Separation and Enhanced Photocatalytic Hydrogen Evolution,"Wang, Y Liu, XQ ... Zhao, YL",May 14 2018,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,291,60,/wos/woscc/full-record/WOS:000431488200032,"Wang, Y; Liu, XQ; Liu, J; Han, B; Hu, XQ; Yang, F; Xu, ZW; Li, YC; Jia, SR; Li, Z; Zhao, YL","China Univ Geosci, Fac Mat Sci & Chem, Minist Educ, Engn Res Ctr Nanogeomat, Wuhan 430074, Hubei, Peoples R China; Nanyang Technol Univ, Sch Phys & Math Sci, Div Chem & Biol Chem, 21 Nanyang Link, Singapore 637371, Singapore; Huazhong Univ Sci & Technol, Sch Energy & Power Engn, State Key Lab Coal Combust, Wuhan 430074, Hubei, Peoples R China"
229,Epitaxial growth of single-domain graphene on hexagonal boron nitride,"Yang, W Chen, GR ... Zhang, GY",Sep 2013,NATURE MATERIALS,727,30,/wos/woscc/full-record/WOS:000323417600014,"Yang, W; Chen, GR; Shi, ZW; Liu, CC; Zhang, LC; Xie, GB; Cheng, M; Wang, DM; Yang, R; Shi, DX; Watanabe, K; Taniguchi, T; Yao, YG; Zhang, YB; Zhang, GY","Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; Fudan Univ, State Key Lab Surface Phys, Shanghai 200433, Peoples R China; Fudan Univ, Dept Phys, Shanghai 200433, Peoples R China; Beijing Inst Technol, Sch Phys, Beijing 100081, Peoples R China; Kunming Univ, Dept Phys, Kunming 650214, Peoples R China; Natl Inst Mat Sci, Adv Mat Lab, Tsukuba, Ibaraki 3050044, Japan"
230,Low-threshold amplified spontaneous emission and lasing from colloidal nanocrystals of caesium lead halide perovskites,"Yakunin, S Protesescu, L ... Kovalenko, MV",Aug 2015,NATURE COMMUNICATIONS,1039,56,/wos/woscc/full-record/WOS:000360352600003,"Yakunin, S; Protesescu, L; Krieg, F; Bodnarchuk, MI; Nedelcu, G; Humer, M; De Luca, G; Fiebig, M; Heiss, W; Kovalenko, MV","ETH, Dept Chem & Appl Biosci, Inorgan Chem Lab, CH-8093 Zurich, Switzerland; Empa Swiss Fed Labs Mat Sci & Technol, Lab Thin Films & Photovolta, CH-8600 Dubendorf, Switzerland; Univ Linz, Inst Semicond & Solid State Phys, A-4040 Linz, Austria; ETH, Dept Mat, Lab Multifunct Ferro Mat, CH-8093 Zurich, Switzerland; Univ Erlangen Nurnberg, Mat Elect & Energy Technol I MEET, D-91058 Erlangen, Germany; Energie Campus Nurnberg EnCN, D-90429 Nurnberg, Germany"
231,Toward noble-metal-free visible-light-driven photocatalytic hydrogen evolution: Monodisperse sub-15 nm Ni2P nanoparticles anchored on porous g-C3N4 nanosheets to engineer 0D-2D heterojunction interfaces,"Zeng, DQ Xu, WJ ... Peng, DL",Feb 2018,APPLIED CATALYSIS B-ENVIRONMENTAL,206,68,/wos/woscc/full-record/WOS:000414109700006,"Zeng, DQ; Xu, WJ; Ong, WJ; Xu, J; Ren, H; Chen, YZ; Zheng, HF; Peng, DL","Xiamen Univ, Coll Mat, Collaborat Innovat Ctr Chem Energy Mat, Dept Mat Sci & Engn, Xiamen 361005, Peoples R China; Agcy Sci Technol & Res, Inst Mat Res & Engn, 2 Fusionopolis Way, Singapore 138634, Singapore; Xiamen Univ, Coll Chem & Chem Engn, State Key Lab Phys Chem Solid Surfaces, Xiamen 361005, Peoples R China; Xiamen Univ, Coll Chem & Chem Engn, Dept Chem, Xiamen 361005, Peoples R China"
232,Optical trapping and manipulation of nanostructures,"Marago, OM Jones, PH ... Ferrari, AC",Nov 2013,NATURE NANOTECHNOLOGY,685,169,/wos/woscc/full-record/WOS:000326927200014,"Ando, Y","Osaka Univ, Inst Sci & Ind Res, Osaka 5670047, Japan"
233,Topological Insulator Materials,"Ando, Y",Oct 2013,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,1123,299,/wos/woscc/full-record/WOS:000325108000001,"Li, M; Cushing, SK; Wu, NQ","W Virginia Univ, Dept Mech & Aerosp Engn, Morgantown, WV 26506 USA; W Virginia Univ, Dept Phys & Astron, Morgantown, WV 26506 USA"
234,Signatures of Majorana Fermions in Hybrid Superconductor-Semiconductor Nanowire Devices,"Mourik, V Zuo, K ... Kouwenhoven, LP",May 25 2012,SCIENCE,2997,32,/wos/woscc/full-record/WOS:000304406800037,"Robel, I; Subramanian, V; Kuno, M; Kamat, PV","Univ Notre Dame, Notre Dame Radiat Lab, Notre Dame, IN 46556 USA; Univ Notre Dame, Dept Chem & Biochem, Notre Dame, IN 46556 USA; Univ Notre Dame, Dept Chem & Biomol Engn, Notre Dame, IN 46556 USA; Univ Notre Dame, Dept Phys, Notre Dame, IN 46556 USA"
235,Plasmon-enhanced optical sensors: a review,"Li, M Cushing, SK Wu, NQ",2015,ANALYST,601,252,/wos/woscc/full-record/WOS:000346304200001,"Marago, OM; Jones, PH; Gucciardi, PG; Volpe, G; Ferrari, AC","CNR, IPCF, I-98158 Messina, Italy; UCL, Dept Phys & Astron, London WC1E 6BT, England; Bilkent Univ, Dept Phys, TR-06800 Ankara, Turkey; Univ Cambridge, Cambridge Graphene Ctr, Cambridge CB3 0FA, England"
236,Quantum dot solar cells. Harvesting light energy with CdSe nanocrystals molecularly linked to mesoscopic TiO2 films,"Robel, I Subramanian, V ... Kamat, PV",Feb 22 2006,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,1652,79,/wos/woscc/full-record/WOS:000235562900058,"Mourik, V; Zuo, K; Frolov, SM; Plissard, SR; Bakkers, EPAM; Kouwenhoven, LP","Delft Univ Technol, Kavli Inst Nanosci, NL-2600 GA Delft, Netherlands; Eindhoven Univ Technol, Dept Appl Phys, NL-5600 MB Eindhoven, Netherlands"
237,"GaN: Processing, defects, and devices","Pearton, SJ Zolper, JC ... Ren, F",Jul 1 1999,JOURNAL OF APPLIED PHYSICS,1521,600,/wos/woscc/full-record/WOS:000080856300001,"Pearton, SJ; Zolper, JC; Shul, RJ; Ren, F","Univ Florida, Dept Mat Sci & Engn, Gainesville, FL 32611 USA; Off Naval Res, Arlington, VA 22217 USA; Sandia Natl Labs, Albuquerque, NM 87185 USA; Univ Florida, Dept Chem Engn, Gainesville, FL 32611 USA"
238,Precise nanomedicine for intelligent therapy of cancer,"Chen, HB Gu, ZJ ... Zhao, YL",Dec 2018,SCIENCE CHINA-CHEMISTRY,282,698,/wos/woscc/full-record/WOS:000454746100008,"Koppens, FHL; Chang, DE; de Abajo, FJG","ICFO Inst Ciencies Foton, Castelldefels 08860, Barcelona, Spain; CALTECH, Pasadena, CA 91125 USA; CSIC, Inst Opt, E-28006 Madrid, Spain; Univ Southampton, Optoelect Res Ctr, Southampton SO17 1BJ, Hants, England"
239,Graphene Plasmonics: A Platform for Strong Light-Matter Interactions,"Koppens, FHL Chang, DE de Abajo, FJG",Aug 2011,NANO LETTERS,2065,55,/wos/woscc/full-record/WOS:000293665600054,"Chen, HB; Gu, ZJ; An, HW; Chen, CY; Chen, J; Cui, R; Chen, SQ; Chen, WH; Chen, XS; Chen, XY; Chen, Z; Ding, BQ; Dong, Q; Fan, Q; Fu, T; Hou, DY; Jiang, Q; Ke, HT; Jiang, XQ; Liu, G; Li, SP; Li, TY; Liu, Z; Nie, GJ; Ovais, M; Pang, DW; Qiu, NS; Shen, YQ; Tian, HY; Wang, C; Wang, H; Wang, ZQ; Xu, HP; Xu, JF; Yang, XL; Zhu, S; Zheng, XC; Zhang, XZ; Zhao, YB; Tan, WH; Zhang, X; Zhao, YL","Soochow Univ, Coll Pharmaceut Sci, Jiangsu Key Lab Neuropsychiat Dis, State Key Lab Radiat Med & Protect, Suzhou 215123, Peoples R China; Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China; Natl Ctr Nanosci & Technol China, CAS Ctr Excellence Nanosci, CAS Key Lab Biomed Effects Nanomat & Nanosafety, Beijing 100190, Peoples R China; Univ Chinese Acad Sci, Beijing 100049, Peoples R China; Chinese Acad Sci, Changchun Inst Appl Chem, Key Lab Polymer Ecomat, Changchun 130022, Jilin, Peoples R China; Univ Sci & Technol China, Hefei 230026, Anhui, Peoples R China; Jilin Biomed Polymers Engn Lab, Changchun 130022, Jilin, Peoples R China; Wuhan Univ, Key Lab Analyt Chem Biol & Med, Minist Educ, Coll Chem & Mol Sci,State Key Lab Virol, Wuhan 430072, Hubei, Peoples R China; Wuhan Univ, Inst Adv Studies, Wuhan 430072, Hubei, Peoples R China; Zhejiang Univ, Ctr Bionanoengn, Hangzhou 310027, Zhejiang, Peoples R China; Zhejiang Univ, Coll Chem & Biol Engn, Minist Educ, Key Lab Biomass Chem Engn, Hangzhou 310027, Zhejiang, Peoples R China; Wuhan Univ, Dept Chem, Minist Educ, Key Lab Biomed Polymers, Wuhan 430072, Hubei, Peoples R China; Natl Inst Biomed Imaging & Bioengn, Lab Mol Imaging & Nanomed, NIH, Bethesda, MD 20892 USA; Hunan Univ, Aptamer Engn Ctr Hunan Prov, State Key Lab Chemo Biosensing & Chemometr, Coll Chem & Chem Engn,Mol Sci & Biomed Lab, Changsha 410082, Hunan, Peoples R China; Soochow Univ, Inst Funct Nano & Soft Mat, Jiangsu Key Lab Carbon Based Funct Mat & Devices, Suzhou 215123, Peoples R China; Nanjing Univ, Coll Chem & Chem Engn, Dept Polymer Sci & Engn, Nanjing 210093, Jiangsu, Peoples R China; Xiamen Univ, Sch Publ Hlth, State Key Lab Mol Vaccinol & Mol Diagnost, Xiamen 361102, Peoples R China; Xiamen Univ, Sch Publ Hlth, Ctr Mol Imaging & Translat Med, Xiamen 361102, Peoples R China; Tsinghua Univ, Dept Chem, Beijing 100084, Peoples R China; Huazhong Univ Sci & Technol, Coll Life Sci & Technol, Natl Engn Res Ctr Nanomed, Wuhan 430074, Hubei, Peoples R China; Univ Florida, Dept Chem, Gainesville, FL 32611 USA; Univ Florida, Ctr Res Bionano Interface, Hlth Canc Ctr, Dept Physiol & Funct Genom,UF Genet Inst, Gainesville, FL 32611 USA; Univ Florida, McKnight Brain Inst, Gainesville, FL 32611 USA"
240,Graphitic carbon nitride (g-C3N4)-based photocatalysts for solar hydrogen generation: recent advances and future development directions,"Naseri, A Samadi, M ... Ramakrishna, S",Dec 7 2017,JOURNAL OF MATERIALS CHEMISTRY A,353,246,/wos/woscc/full-record/WOS:000415990800001,"Naseri, A; Samadi, M; Pourjavadi, A; Moshfegh, AZ; Ramakrishna, S","Sharif Univ Technol, Inst Nanosci & Nanotechnol, Tehran 145888969, Iran; Natl Univ Singapore, NUS Ctr Nanofibers & Nanotechnol, Singapore 117583, Singapore; Sharif Univ Technol, SERI, Tehran 1459777611, Iran; Sharif Univ Technol, Dept Phys, Tehran 115559161, Iran; Sharif Univ Technol, Dept Chem, Tehran 115559516, Iran"
241,Fabrication of a nitrogen-doped graphene quantum dot from MOF-derived porous carbon and its application for highly selective fluorescence detection of Fe3+,"Xu, HB Zhou, SH ... Yuan, QH",2015,JOURNAL OF MATERIALS CHEMISTRY C,174,50,/wos/woscc/full-record/WOS:000346568200011,"Xu, HB; Zhou, SH; Xiao, LL; Wang, HH; Li, SZ; Yuan, QH","Chinese Acad Sci, Key Lab Funct Mat & Devices Special Environm, Xinjiang Tech Inst Phys & Chem, Lab Environm Sci & Technol, Urumqi 830011, Xinjiang, Peoples R China; Univ Chinese Acad Sci, Beijing 100049, Peoples R China"
242,Facile Synthetic Method for Pristine Graphene Quantum Dots and Graphene Oxide Quantum Dots: Origin of Blue and Green Luminescence,"Liu, F Jang, MH ... Seo, TS",Jul 19 2013,ADVANCED MATERIALS,502,30,/wos/woscc/full-record/WOS:000327692200006,"Liu, F; Jang, MH; Ha, HD; Kim, JH; Cho, YH; Seo, TS","Korea Adv Inst Sci & Technol, Dept Chem & Biomol Engn, Program BK21, Taejon 305701, South Korea; Korea Adv Inst Sci & Technol, Inst BioCentury, Taejon 305701, South Korea; Korea Adv Inst Sci & Technol, Dept Phys, Grad Sch Nanosci & Technol WCU, Taejon 305701, South Korea; Korea Adv Inst Sci & Technol, Graphene Res Ctr KI NanoCentury, Taejon 305701, South Korea"
243,Evolution and Synthesis of Carbon Dots: From Carbon Dots to Carbonized Polymer Dots,"Xia, CL Zhu, SJ ... Yang, B",Dec 4 2019,ADVANCED SCIENCE,408,243,/wos/woscc/full-record/WOS:000488573600001,"Chen, G; Dresselhaus, MS; Dresselhaus, G; Fleurial, JP; Caillat, T","MIT, Dept Mech Engn, Cambridge, MA 02139 USA; MIT, Dept Elect Engn & Comp Sci, Dept Phys, Cambridge, MA 02139 USA; MIT, Francis Bitter Natl Magnet Lab, Cambridge, MA 02139 USA; CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA"
244,Recent developments in thermoelectric materials,"Chen, G Dresselhaus, MS ... Caillat, T",Feb 2003,INTERNATIONAL MATERIALS REVIEWS,812,159,/wos/woscc/full-record/WOS:000181787400002,"Xia, CL; Zhu, SJ; Feng, TL; Yang, MX; Yang, B","Jilin Univ, Coll Chem, State Key Lab Supramol Struct & Mat, Changchun 130012, Jilin, Peoples R China; Natl Inst Biomed Imaging & Bioengn, Lab Mol Imaging & Nanomed, NIH, 35 Convent Dr, Bethesda, MD 20892 USA; Chinese Acad Sci, Changchun Inst Opt Fine Mech & Phys, State Key Lab Appl Opt, Changchun 130033, Jilin, Peoples R China"
245,State-of-the-Art Progress in Diverse Heterostructured Photocatalysts toward Promoting Photocatalytic Performance,"Li, HJ Zhou, Y ... Zou, ZG",Feb 18 2015,ADVANCED FUNCTIONAL MATERIALS,595,200,/wos/woscc/full-record/WOS:000349817100001,"Li, HJ; Zhou, Y; Tu, WG; Ye, JH; Zou, ZG","Nanjing Univ, Dept Phys, Inst Acoust, Key Lab Modern Acoust MOE, Nanjing 210093, Jiangsu, Peoples R China; Anhui Univ Technol, Inst Optoelect Informat Mat & Technol, Sch Math & Phys, Maanshan 243002, Anhui, Peoples R China; Nanjing Univ, Jiangsu Key Lab Nano Technol, Ecomat & Renewable Energy Res Ctr ERERC, Natl Lab Solid State Microstruct, Nanjing 210093, Jiangsu, Peoples R China; Nanjing Univ, Dept Phys, Nanjing 210093, Jiangsu, Peoples R China; Nanjing Univ, Collaborat Innovat Ctr Adv Microstruct, Nanjing 210093, Jiangsu, Peoples R China; Natl Inst Mat Sci, Environm Remediat Mat Unit, Tsukuba, Ibaraki 3050044, Japan; Tianjin Univ, Sch Mat Sci & Engn, TU NIMS Joint Reseach Ctr, Tianjin 300072, Peoples R China"
246,Multiscale Graphene-Based Materials for Applications in Sodium Ion Batteries,"Zhang, Y Xia, XH ... Tu, JP",Feb 21 2019,ADVANCED ENERGY MATERIALS,200,256,/wos/woscc/full-record/WOS:000459313500006,"Zhang, Y; Xia, XH; Liu, B; Deng, SJ; Xie, D; Liu, Q; Wang, YD; Wu, JB; Wang, XL; Tu, JP","Zhejiang Univ, State Key Lab Silicon Mat, Key Lab Adv Mat & Applicat Batteries Zhejiang Pro, Hangzhou 310027, Zhejiang, Peoples R China; Zhejiang Univ, Dept Mat Sci & Engn, Hangzhou 310027, Zhejiang, Peoples R China; Dongguan Univ Technol, Sch Environm & Civil Engn, Guangdong Engn & Technol Res Ctr Adv Nanomat, Dongguan 523808, Peoples R China; City Univ Hong Kong, Dept Phys, Kowloon, Hong Kong 999077, Peoples R China; Nanyang Polytech, Sch Engn, Singapore 569830, Singapore; Taizhou Univ, Zhejiang Prov Key Lab Cutting Tools, Taizhou 318000, Zhejiang, Peoples R China"
247,Structural diversity in binary nanoparticle superlattices,"Shevchenko, EV Talapin, DV ... Murray, CB",Jan 5 2006,NATURE,1736,30,/wos/woscc/full-record/WOS:000234378700032,"Shevchenko, EV; Talapin, DV; Kotov, NA; O'Brien, S; Murray, CB","IBM Corp, Div Res, TJ Watson Res Ctr, Yorktown Heights, NY 10598 USA; Columbia Univ, Dept Appl Phys & Appl Math, New York, NY 10027 USA; Univ Michigan, Dept Chem Engn, Ann Arbor, MI 48109 USA"
248,"Steering charge kinetics in photocatalysis: intersection of materials syntheses, characterization techniques and theoretical simulations","Bai, S Jiang, J ... Xiong, YJ",2015,CHEMICAL SOCIETY REVIEWS,752,218,/wos/woscc/full-record/WOS:000354436900007,"Bai, S; Jiang, J; Zhang, Q; Xiong, YJ","Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Collaborat Innovat Ctr Chem Energy Mat, Synerget Innovat Ctr Quantum Informat & Quantum P, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Sch Chem & Mat Sci, Hefei 230026, Anhui, Peoples R China"
249,Growth of nanowires,"Wang, N Cai, Y Zhang, RQ",Mar 31 2008,MATERIALS SCIENCE & ENGINEERING R-REPORTS,473,316,/wos/woscc/full-record/WOS:000254963400001,"Wang, N; Cai, Y; Zhang, RQ","Hong Kong Univ Sci & Technol, Dept Phys, Hong Kong, Hong Kong, Peoples R China; Hong Kong Univ Sci & Technol, Inst Nano Sci & Technol, Hong Kong, Hong Kong, Peoples R China; City Univ Hong Kong, COSDAF, Hong Kong, Hong Kong, Peoples R China; City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong, Hong Kong, Peoples R China"
