,authors_full,affiliation
227,"Yu, P; Besteiro, LV; Huang, YJ; Wu, J; Fu, L; Tan, HH; Jagadish, C; Wiederrecht, GP; Govorov, AO; Wang, ZM","Univ Elect Sci & Technol China, Inst Fundamental & Frontier Sci, Chengdu 610054, Sichuan, Peoples R China; Australian Natl Univ, Res Sch Phys & Engn, Dept Elect Mat & Engn, Canberra, ACT 0200, Australia; Inst Natl Rech Sci Energie Mat Telecommun, Varennes, PQ J3X 1S2, Canada; Univ Elect Sci & Technol China, Sch Informat & Commun Engn, Chengdu 611731, Sichuan, Peoples R China; Argonne Natl Lab, Ctr Nanoscale Mat, Lemont, IL 60439 USA; Ohio Univ, Dept Phys & Astron, Athens, OH 45701 USA"
228,"Wang, Y; Liu, XQ; Liu, J; Han, B; Hu, XQ; Yang, F; Xu, ZW; Li, YC; Jia, SR; Li, Z; Zhao, YL","China Univ Geosci, Fac Mat Sci & Chem, Minist Educ, Engn Res Ctr Nanogeomat, Wuhan 430074, Hubei, Peoples R China; Nanyang Technol Univ, Sch Phys & Math Sci, Div Chem & Biol Chem, 21 Nanyang Link, Singapore 637371, Singapore; Huazhong Univ Sci & Technol, Sch Energy & Power Engn, State Key Lab Coal Combust, Wuhan 430074, Hubei, Peoples R China"
229,"Yang, W; Chen, GR; Shi, ZW; Liu, CC; Zhang, LC; Xie, GB; Cheng, M; Wang, DM; Yang, R; Shi, DX; Watanabe, K; Taniguchi, T; Yao, YG; Zhang, YB; Zhang, GY","Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; Fudan Univ, State Key Lab Surface Phys, Shanghai 200433, Peoples R China; Fudan Univ, Dept Phys, Shanghai 200433, Peoples R China; Beijing Inst Technol, Sch Phys, Beijing 100081, Peoples R China; Kunming Univ, Dept Phys, Kunming 650214, Peoples R China; Natl Inst Mat Sci, Adv Mat Lab, Tsukuba, Ibaraki 3050044, Japan"
230,"Yakunin, S; Protesescu, L; Krieg, F; Bodnarchuk, MI; Nedelcu, G; Humer, M; De Luca, G; Fiebig, M; Heiss, W; Kovalenko, MV","ETH, Dept Chem & Appl Biosci, Inorgan Chem Lab, CH-8093 Zurich, Switzerland; Empa Swiss Fed Labs Mat Sci & Technol, Lab Thin Films & Photovolta, CH-8600 Dubendorf, Switzerland; Univ Linz, Inst Semicond & Solid State Phys, A-4040 Linz, Austria; ETH, Dept Mat, Lab Multifunct Ferro Mat, CH-8093 Zurich, Switzerland; Univ Erlangen Nurnberg, Mat Elect & Energy Technol I MEET, D-91058 Erlangen, Germany; Energie Campus Nurnberg EnCN, D-90429 Nurnberg, Germany"
231,"Zeng, DQ; Xu, WJ; Ong, WJ; Xu, J; Ren, H; Chen, YZ; Zheng, HF; Peng, DL","Xiamen Univ, Coll Mat, Collaborat Innovat Ctr Chem Energy Mat, Dept Mat Sci & Engn, Xiamen 361005, Peoples R China; Agcy Sci Technol & Res, Inst Mat Res & Engn, 2 Fusionopolis Way, Singapore 138634, Singapore; Xiamen Univ, Coll Chem & Chem Engn, State Key Lab Phys Chem Solid Surfaces, Xiamen 361005, Peoples R China; Xiamen Univ, Coll Chem & Chem Engn, Dept Chem, Xiamen 361005, Peoples R China"
232,"Ando, Y","Osaka Univ, Inst Sci & Ind Res, Osaka 5670047, Japan"
233,"Li, M; Cushing, SK; Wu, NQ","W Virginia Univ, Dept Mech & Aerosp Engn, Morgantown, WV 26506 USA; W Virginia Univ, Dept Phys & Astron, Morgantown, WV 26506 USA"
234,"Robel, I; Subramanian, V; Kuno, M; Kamat, PV","Univ Notre Dame, Notre Dame Radiat Lab, Notre Dame, IN 46556 USA; Univ Notre Dame, Dept Chem & Biochem, Notre Dame, IN 46556 USA; Univ Notre Dame, Dept Chem & Biomol Engn, Notre Dame, IN 46556 USA; Univ Notre Dame, Dept Phys, Notre Dame, IN 46556 USA"
235,"Marago, OM; Jones, PH; Gucciardi, PG; Volpe, G; Ferrari, AC","CNR, IPCF, I-98158 Messina, Italy; UCL, Dept Phys & Astron, London WC1E 6BT, England; Bilkent Univ, Dept Phys, TR-06800 Ankara, Turkey; Univ Cambridge, Cambridge Graphene Ctr, Cambridge CB3 0FA, England"
236,"Mourik, V; Zuo, K; Frolov, SM; Plissard, SR; Bakkers, EPAM; Kouwenhoven, LP","Delft Univ Technol, Kavli Inst Nanosci, NL-2600 GA Delft, Netherlands; Eindhoven Univ Technol, Dept Appl Phys, NL-5600 MB Eindhoven, Netherlands"
237,"Pearton, SJ; Zolper, JC; Shul, RJ; Ren, F","Univ Florida, Dept Mat Sci & Engn, Gainesville, FL 32611 USA; Off Naval Res, Arlington, VA 22217 USA; Sandia Natl Labs, Albuquerque, NM 87185 USA; Univ Florida, Dept Chem Engn, Gainesville, FL 32611 USA"
238,"Koppens, FHL; Chang, DE; de Abajo, FJG","ICFO Inst Ciencies Foton, Castelldefels 08860, Barcelona, Spain; CALTECH, Pasadena, CA 91125 USA; CSIC, Inst Opt, E-28006 Madrid, Spain; Univ Southampton, Optoelect Res Ctr, Southampton SO17 1BJ, Hants, England"
239,"Chen, HB; Gu, ZJ; An, HW; Chen, CY; Chen, J; Cui, R; Chen, SQ; Chen, WH; Chen, XS; Chen, XY; Chen, Z; Ding, BQ; Dong, Q; Fan, Q; Fu, T; Hou, DY; Jiang, Q; Ke, HT; Jiang, XQ; Liu, G; Li, SP; Li, TY; Liu, Z; Nie, GJ; Ovais, M; Pang, DW; Qiu, NS; Shen, YQ; Tian, HY; Wang, C; Wang, H; Wang, ZQ; Xu, HP; Xu, JF; Yang, XL; Zhu, S; Zheng, XC; Zhang, XZ; Zhao, YB; Tan, WH; Zhang, X; Zhao, YL","Soochow Univ, Coll Pharmaceut Sci, Jiangsu Key Lab Neuropsychiat Dis, State Key Lab Radiat Med & Protect, Suzhou 215123, Peoples R China; Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China; Natl Ctr Nanosci & Technol China, CAS Ctr Excellence Nanosci, CAS Key Lab Biomed Effects Nanomat & Nanosafety, Beijing 100190, Peoples R China; Univ Chinese Acad Sci, Beijing 100049, Peoples R China; Chinese Acad Sci, Changchun Inst Appl Chem, Key Lab Polymer Ecomat, Changchun 130022, Jilin, Peoples R China; Univ Sci & Technol China, Hefei 230026, Anhui, Peoples R China; Jilin Biomed Polymers Engn Lab, Changchun 130022, Jilin, Peoples R China; Wuhan Univ, Key Lab Analyt Chem Biol & Med, Minist Educ, Coll Chem & Mol Sci,State Key Lab Virol, Wuhan 430072, Hubei, Peoples R China; Wuhan Univ, Inst Adv Studies, Wuhan 430072, Hubei, Peoples R China; Zhejiang Univ, Ctr Bionanoengn, Hangzhou 310027, Zhejiang, Peoples R China; Zhejiang Univ, Coll Chem & Biol Engn, Minist Educ, Key Lab Biomass Chem Engn, Hangzhou 310027, Zhejiang, Peoples R China; Wuhan Univ, Dept Chem, Minist Educ, Key Lab Biomed Polymers, Wuhan 430072, Hubei, Peoples R China; Natl Inst Biomed Imaging & Bioengn, Lab Mol Imaging & Nanomed, NIH, Bethesda, MD 20892 USA; Hunan Univ, Aptamer Engn Ctr Hunan Prov, State Key Lab Chemo Biosensing & Chemometr, Coll Chem & Chem Engn,Mol Sci & Biomed Lab, Changsha 410082, Hunan, Peoples R China; Soochow Univ, Inst Funct Nano & Soft Mat, Jiangsu Key Lab Carbon Based Funct Mat & Devices, Suzhou 215123, Peoples R China; Nanjing Univ, Coll Chem & Chem Engn, Dept Polymer Sci & Engn, Nanjing 210093, Jiangsu, Peoples R China; Xiamen Univ, Sch Publ Hlth, State Key Lab Mol Vaccinol & Mol Diagnost, Xiamen 361102, Peoples R China; Xiamen Univ, Sch Publ Hlth, Ctr Mol Imaging & Translat Med, Xiamen 361102, Peoples R China; Tsinghua Univ, Dept Chem, Beijing 100084, Peoples R China; Huazhong Univ Sci & Technol, Coll Life Sci & Technol, Natl Engn Res Ctr Nanomed, Wuhan 430074, Hubei, Peoples R China; Univ Florida, Dept Chem, Gainesville, FL 32611 USA; Univ Florida, Ctr Res Bionano Interface, Hlth Canc Ctr, Dept Physiol & Funct Genom,UF Genet Inst, Gainesville, FL 32611 USA; Univ Florida, McKnight Brain Inst, Gainesville, FL 32611 USA"
240,"Naseri, A; Samadi, M; Pourjavadi, A; Moshfegh, AZ; Ramakrishna, S","Sharif Univ Technol, Inst Nanosci & Nanotechnol, Tehran 145888969, Iran; Natl Univ Singapore, NUS Ctr Nanofibers & Nanotechnol, Singapore 117583, Singapore; Sharif Univ Technol, SERI, Tehran 1459777611, Iran; Sharif Univ Technol, Dept Phys, Tehran 115559161, Iran; Sharif Univ Technol, Dept Chem, Tehran 115559516, Iran"
241,"Xu, HB; Zhou, SH; Xiao, LL; Wang, HH; Li, SZ; Yuan, QH","Chinese Acad Sci, Key Lab Funct Mat & Devices Special Environm, Xinjiang Tech Inst Phys & Chem, Lab Environm Sci & Technol, Urumqi 830011, Xinjiang, Peoples R China; Univ Chinese Acad Sci, Beijing 100049, Peoples R China"
242,"Liu, F; Jang, MH; Ha, HD; Kim, JH; Cho, YH; Seo, TS","Korea Adv Inst Sci & Technol, Dept Chem & Biomol Engn, Program BK21, Taejon 305701, South Korea; Korea Adv Inst Sci & Technol, Inst BioCentury, Taejon 305701, South Korea; Korea Adv Inst Sci & Technol, Dept Phys, Grad Sch Nanosci & Technol WCU, Taejon 305701, South Korea; Korea Adv Inst Sci & Technol, Graphene Res Ctr KI NanoCentury, Taejon 305701, South Korea"
243,"Chen, G; Dresselhaus, MS; Dresselhaus, G; Fleurial, JP; Caillat, T","MIT, Dept Mech Engn, Cambridge, MA 02139 USA; MIT, Dept Elect Engn & Comp Sci, Dept Phys, Cambridge, MA 02139 USA; MIT, Francis Bitter Natl Magnet Lab, Cambridge, MA 02139 USA; CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA"
244,"Xia, CL; Zhu, SJ; Feng, TL; Yang, MX; Yang, B","Jilin Univ, Coll Chem, State Key Lab Supramol Struct & Mat, Changchun 130012, Jilin, Peoples R China; Natl Inst Biomed Imaging & Bioengn, Lab Mol Imaging & Nanomed, NIH, 35 Convent Dr, Bethesda, MD 20892 USA; Chinese Acad Sci, Changchun Inst Opt Fine Mech & Phys, State Key Lab Appl Opt, Changchun 130033, Jilin, Peoples R China"
245,"Li, HJ; Zhou, Y; Tu, WG; Ye, JH; Zou, ZG","Nanjing Univ, Dept Phys, Inst Acoust, Key Lab Modern Acoust MOE, Nanjing 210093, Jiangsu, Peoples R China; Anhui Univ Technol, Inst Optoelect Informat Mat & Technol, Sch Math & Phys, Maanshan 243002, Anhui, Peoples R China; Nanjing Univ, Jiangsu Key Lab Nano Technol, Ecomat & Renewable Energy Res Ctr ERERC, Natl Lab Solid State Microstruct, Nanjing 210093, Jiangsu, Peoples R China; Nanjing Univ, Dept Phys, Nanjing 210093, Jiangsu, Peoples R China; Nanjing Univ, Collaborat Innovat Ctr Adv Microstruct, Nanjing 210093, Jiangsu, Peoples R China; Natl Inst Mat Sci, Environm Remediat Mat Unit, Tsukuba, Ibaraki 3050044, Japan; Tianjin Univ, Sch Mat Sci & Engn, TU NIMS Joint Reseach Ctr, Tianjin 300072, Peoples R China"
246,"Zhang, Y; Xia, XH; Liu, B; Deng, SJ; Xie, D; Liu, Q; Wang, YD; Wu, JB; Wang, XL; Tu, JP","Zhejiang Univ, State Key Lab Silicon Mat, Key Lab Adv Mat & Applicat Batteries Zhejiang Pro, Hangzhou 310027, Zhejiang, Peoples R China; Zhejiang Univ, Dept Mat Sci & Engn, Hangzhou 310027, Zhejiang, Peoples R China; Dongguan Univ Technol, Sch Environm & Civil Engn, Guangdong Engn & Technol Res Ctr Adv Nanomat, Dongguan 523808, Peoples R China; City Univ Hong Kong, Dept Phys, Kowloon, Hong Kong 999077, Peoples R China; Nanyang Polytech, Sch Engn, Singapore 569830, Singapore; Taizhou Univ, Zhejiang Prov Key Lab Cutting Tools, Taizhou 318000, Zhejiang, Peoples R China"
247,"Shevchenko, EV; Talapin, DV; Kotov, NA; O'Brien, S; Murray, CB","IBM Corp, Div Res, TJ Watson Res Ctr, Yorktown Heights, NY 10598 USA; Columbia Univ, Dept Appl Phys & Appl Math, New York, NY 10027 USA; Univ Michigan, Dept Chem Engn, Ann Arbor, MI 48109 USA"
248,"Bai, S; Jiang, J; Zhang, Q; Xiong, YJ","Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Collaborat Innovat Ctr Chem Energy Mat, Synerget Innovat Ctr Quantum Informat & Quantum P, Hefei 230026, Anhui, Peoples R China; Univ Sci & Technol China, Sch Chem & Mat Sci, Hefei 230026, Anhui, Peoples R China"
249,"Wang, N; Cai, Y; Zhang, RQ","Hong Kong Univ Sci & Technol, Dept Phys, Hong Kong, Hong Kong, Peoples R China; Hong Kong Univ Sci & Technol, Inst Nano Sci & Technol, Hong Kong, Hong Kong, Peoples R China; City Univ Hong Kong, COSDAF, Hong Kong, Hong Kong, Peoples R China; City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong, Hong Kong, Peoples R China"
250,"Torma, P; Barnes, WL","Aalto Univ, COMP Ctr Excellence, Dept Appl Phys, FI-00076 Aalto, Finland; Univ Exeter, Sch Phys & Astron, Exeter EX4 4QL, Devon, England; Univ Twente, Complex Photon Syst COPS, MESA, Inst Nanotechnol, NL-7500 AE Enschede, Netherlands"
251,"Fei, RX; Yang, L","Washington Univ, Dept Phys, St Louis, MO 63130 USA"
252,"Long, GK; Sabatini, R; Saidaminov, MI; Lakhwani, G; Rasmita, A; Liu, XG; Sargent, EH; Gao, WB","Nanyang Technol Univ, Sch Phys & Math Sci, Div Phys & Appl Phys, Singapore, Singapore; Univ Sydney, ARC Ctr Excellence Exciton Sci, Sch Chem, Sydney, NSW, Australia; Univ Toronto, Dept Elect & Comp Engn, Toronto, ON, Canada; Univ Victoria, Ctr Adv Mat & Related Technol CAMTEC, Dept Chem & Elect & Comp Engn, Victoria, BC, Canada; Natl Univ Singapore, Dept Chem, Singapore, Singapore; Univ Nice, MajuLab, CNRS, NUS NTU Int Joint Res Unit UMI, Singapore, Singapore; Nanyang Technol Univ, Photon Inst, Singapore, Singapore; Nanyang Technol Univ, Ctr Disrupt Photon technol, Singapore, Singapore"
253,"Kang, J; Tongay, S; Zhou, J; Li, JB; Wu, JQ","Chinese Acad Sci, Inst Semicond, Beijing 100083, Peoples R China; Univ Calif Berkeley, Dept Mat Sci & Engn, Berkeley, CA 94720 USA; Univ Calif Berkeley, Lawrence Berkeley Natl Lab, Div Mat Sci, Berkeley, CA 94720 USA"
254,"Rogalski, A","Mil Univ Technol, Inst Appl Phys, PL-00908 Warsaw 49, Poland"
255,"Favron, A; Gaufres, E; Fossard, F; Phaneuf-L'Heureux, AL; Tang, NYW; Levesque, PL; Loiseau, A; Leonelli, R; Francoeur, S; Martel, R","Univ Montreal, RQMP, Montreal, PQ H3C 3J7, Canada; Univ Montreal, Dept Phys, Montreal, PQ H3C 3J7, Canada; Univ Montreal, Dept Chem, Montreal, PQ H3C 3J7, Canada; CNRS Onera, UMR 104, Lab Etude Microstruct, Chatillon, France; Polytech Montreal, RQMP, Montreal, PQ H3C 3A7, Canada; Polytech Montreal, Dept Genie Phys, Montreal, PQ H3C 3A7, Canada"
256,"Hu, X; Zhang, XD; Liang, L; Bao, J; Li, S; Yang, WL; Xie, Y","Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Collaborat Innovat Ctr Chem Energy Mat, Hefei 230026, Anhui, Peoples R China"
257,"Spaldin, NA; Ramesh, R","Swiss Fed Inst Technol, Mat Theory, Zurich, Switzerland; Univ Calif Berkeley, Dept Mat Sci & Engn, Berkeley, CA USA; Univ Calif Berkeley, Dept Phys, Berkeley, CA USA; Lawrence Berkeley Natl Lab, Mat Sci Div, Berkeley, CA USA"
258,"Cramer, CJ; Truhlar, DG","Univ Minnesota, Dept Chem, Minneapolis, MN 55455 USA; Univ Minnesota, Inst Supercomp, Minneapolis, MN 55455 USA"
259,"Geng, ZG; Liu, Y; Kong, XD; Li, P; Li, K; Liu, ZY; Du, JJ; Shu, M; Si, R; Zeng, J","Univ Sci & Technol China, Dept Chem Phys, Microscale Key Lab Strongly Coupled Quantum Matte, Hefei Natl Lab Phys Sci,Chinese Acad Sci, Hefei 230026, Anhui, Peoples R China; Chinese Acad Sci, Shanghai Inst Appl Phys, Shanghai Synchrotron Radiat Facil, Shanghai 201204, Peoples R China"
260,"Yu, R; Zhang, W; Zhang, HJ; Zhang, SC; Dai, X; Fang, Z","Chinese Acad Sci, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; Chinese Acad Sci, Inst Phys, Beijing 100190, Peoples R China; Stanford Univ, Dept Phys, Stanford, CA 94305 USA; Tsinghua Univ, Ctr Adv Study, Beijing 100084, Peoples R China"
261,"Huang, ZF; Song, JJ; Pan, L; Wang, ZM; Zhang, XQ; Zou, JJ; Mi, WB; Zhang, XW; Wang, L","Tianjin Univ, Sch Chem Engn & Technol, Minist Educ, Key Lab Green Chem Technol, Tianjin 300072, Peoples R China; Collaborat Innovat Ctr Chem Sci & Engn Tianjin, Tianjin 300072, Peoples R China; Tianjin Univ, Fac Sci, Tianjin Key Lab Low Dimens Mat Phys & Preparat Te, Tianjin 300072, Peoples R China"
262,"Wang, QY; Li, Z; Zhang, WH; Zhang, ZC; Zhang, JS; Li, W; Ding, H; Ou, YB; Deng, P; Chang, K; Wen, J; Song, CL; He, K; Jia, JF; Ji, SH; Wang, YY; Wang, LL; Chen, X; Ma, XC; Xue, QK","Chinese Acad Sci, Inst Phys, Beijing 100190, Peoples R China; Tsinghua Univ, Dept Phys, State Key Lab Low Dimens Quantum Phys, Beijing 100084, Peoples R China"
263,"Hong, F; Zhang, F; Liu, Y; Yan, H","Arizona State Univ, Biodesign Inst, Tempe, AZ 85287 USA; Arizona State Univ, Sch Mol Sci, Tempe, AZ 85287 USA"
264,"Jiao, XC; Chen, ZW; Li, XD; Sun, YF; Gao, S; Yan, WS; Wang, CM; Zhang, Q; Lin, Y; Luo, Y; Xie, Y","Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale,Dept Phys,CAS, Synerget Innovat Ctr Quantum Informat & Quantum P, Key Lab Strongly Coupled Quantum Matter Phys,Int, Hefei 230026, Anhui, Peoples R China"
265,"Cao, T; Wang, G; Han, WP; Ye, HQ; Zhu, CR; Shi, JR; Niu, Q; Tan, PH; Wang, E; Liu, BL; Feng, J","Peking Univ, Int Ctr Quantum Mat, Beijing 100871, Peoples R China; Chinese Acad Sci, Inst Phys, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; Chinese Acad Sci, Inst Semicond, State Key Lab Superlattices & Microstruct, Beijing 100083, Peoples R China; Univ Texas Austin, Dept Phys, Austin, TX USA"
266,"Huang, JK; Pu, J; Hsu, CL; Chiu, MH; Juang, ZY; Chang, YH; Chang, WH; Iwasa, Y; Takenobu, T; Li, LJ","Acad Sinica, Inst Atom & Mol Sci, Taipei 106, Taiwan; Waseda Univ, Dept Appl Phys, Tokyo 1698555, Japan; Natl Chiao Tung Univ, Dept Electrophys, Hsinchu 300, Taiwan; Univ Tokyo, Quantum Phase Elect Ctr, Sch Engn, Bunkyo Ku, Tokyo 1138654, Japan; Univ Tokyo, Dept Appl Phys, Sch Engn, Bunkyo Ku, Tokyo 1138654, Japan; China Med Univ Hosp, Dept Med Res, Taichung, Taiwan"
267,"Geng, ZG; Kong, XD; Chen, WW; Su, HY; Liu, Y; Cai, F; Wang, GX; Zeng, J","Univ Sci & Technol China, Chinese Acad Sci, Key Lab Strongly Coupled Quantum Matter Phys, Hefei Natl Lab Phys Sci Microscale,Dept Chem Phys, Hefei 230026, Anhui, Peoples R China; Chinese Acad Sci, Dalian Inst Chem Phys, CAS Ctr Excellence Nanosci, Dalian Natl Lab Clean Energy,State Key Lab Cataly, Dalian 116023, Peoples R China"
268,"Wan, XG; Turner, AM; Vishwanath, A; Savrasov, SY","Nanjing Univ, Natl Lab Solid State Microstruct, Nanjing 210093, Peoples R China; Nanjing Univ, Dept Phys, Nanjing 210093, Peoples R China; Univ Calif Berkeley, Dept Phys, Berkeley, CA 94720 USA; Univ Calif Berkeley, Lawrence Berkeley Lab, Div Mat Sci, Berkeley, CA 94720 USA; Univ Calif Davis, Dept Phys, Davis, CA 95616 USA"
269,"Alivisatos, AP; Johnsson, KP; Peng, XG; Wilson, TE; Loweth, CJ; Bruchez, MP; Schultz, PG","UNIV CALIF BERKELEY,LAWRENCE BERKELEY NATL LAB,INST MOL DESIGN,BERKELEY,CA 94701"
270,"Feng, BJ; Zhang, J; Zhong, Q; Li, WB; Li, S; Li, H; Cheng, P; Meng, S; Chen, L; Wu, KH","Chinese Acad Sci, Inst Phys, Beijing 100190, Peoples R China; Collaborat Innovat Ctr Quantum Matter, Beijing 100871, Peoples R China"
271,"Barth, JV; Costantini, G; Kern, K","Ecole Polytech Fed Lausanne, Inst Phys Nanostruct, CH-1015 Lausanne, Switzerland; Univ British Columbia, Dept Chem, Vancouver, BC V6T 1Z4, Canada; Univ British Columbia, Dept Phys & Astron, Vancouver, BC V6T 1Z4, Canada; Max Planck Inst Festkorperforsch, D-70569 Stuttgart, Germany"
272,"Adamo, C; Barone, V","Univ Basilicata, Dipartimento Chim, I-85100 Potenza, Italy; Univ Naples Federico II, Dipartimento Chim, I-80134 Naples, Italy"
273,"Louleb, M; Latrous, L; Rios, A; Zougagh, M; Rodriguez-Castellon, E; Algarra, M; Soto, J","Univ Castilla La Mancha, Dept Analyt Chem & Food Technol, Ciudad Real, Spain; Univ Tunis El Manar, Fac Sci Tunis, Dept Chem, Tunis 2092, Tunisia; Univ Tunis El Manar, Preparatory Inst Engn Studies El Manar, Tunis 2092, Tunisia; Reg Inst Appl Sci Res IRICA, Ciudad Real, Spain; Univ Malaga, Fac Sci, Dept Inorgan Chem, Malaga, Spain; Castilla La Mancha Sci & Technol Pk, Albacete, Spain; Univ Malaga, Fac Sci, Dept Phys Chem, Malaga 29071, Spain"
274,"Likodimos, V","Natl & Kapodistrian Univ Athens, Sect Solid State Phys, Dept Phys, Panepistimiopolis 15784, Greece"
275,"Su, QQ; Han, SY; Xie, XJ; Zhu, HM; Chen, HY; Chen, CK; Liu, RS; Chen, XY; Wang, F; Liu, XG","Natl Univ Singapore, Dept Chem, Singapore 117543, Singapore; Chinese Acad Sci, Fujian Inst Res Struct Matter, Key Lab Optoelect Mat Chem & Phys, Fuzhou 350002, Fujian, Peoples R China; Nanyang Technol Univ, Div Chem & Biol Chem, Singapore 637371, Singapore; Natl Taiwan Univ, Dept Chem, Taipei 106, Taiwan; City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong, Hong Kong, Peoples R China; Inst Mat Res & Engn, Singapore 117602, Singapore"
276,"Hao, XQ; Jin, ZL; Yang, H; Lu, GX; Bi, YP","Beifang Univ Nationalities, Sch Chem & Chem Engn, Yinchuan 750021, Peoples R China; Chinese Acad Sci, Lanzhou Inst Chem Phys, State Key Lab Oxo Synth & Select Oxidat, Lanzhou 730000, Peoples R China; Nanjing Univ, Sch Chem & Chem Engn, Nanjing 210023, Jiangsu, Peoples R China"
277,"Sperling, RA; Parak, WJ","Univ Autonoma Barcelona, Inst Catala Nanotecnol, Bellaterra, Spain; Univ Marburg, Fachbereich Phys, D-3550 Marburg, Germany; Univ Marburg, Wissensch Zentrum Mat Wissensch, D-3550 Marburg, Germany"
278,"Xu, WD; Hu, Q; Bai, S; Bao, CX; Miao, YF; Yuan, ZC; Borzda, T; Barker, AJ; Tyukalova, E; Hu, ZJ; Kawecki, M; Wang, HY; Yan, ZB; Liu, XJ; Shi, XB; Uvdal, K; Fahlman, M; Zhang, WJ; Duchamp, M; Liu, JM; Petrozza, A; Wang, JP; Liu, LM; Huang, W; Gao, F","Linkoping Univ, Dept Phys Chem & Biol IFM, Linkoping, Sweden; Nanjing Tech Univ NanjingTech, KLOFE, Nanjing, Jiangsu, Peoples R China; Nanjing Tech Univ NanjingTech, Jiangsu Natl Synerget Innovat Ctr Adv Mat SICAM, IAM, Nanjing, Jiangsu, Peoples R China; Beijing Computat Sci Res Ctr, Beijing, Peoples R China; Shenzhen Univ, Int Collaborat Lab 2D Mat Optoelect Sci & Technol, Shenzhen, Peoples R China; Ist Italiano Tecnol, Ctr Nano Sci & Technol Polimi, Milan, Italy; Nanyang Technol Univ, Sch Mat Sci & Engn, Singapore, Singapore; Empa, Lab Nanoscale Mat Sci, Dubendorf, Switzerland; Univ Basel, Dept Phys, Basel, Switzerland; Nanjing Univ, Lab Solid State Microstruct, Nanjing, Jiangsu, Peoples R China; Nanjing Univ, Innovat Ctr Adv Microstruct, Nanjing, Jiangsu, Peoples R China; Beihang Univ, Sch Phys, Beijing, Peoples R China; NPU, SIFE, Xian, Shaanxi, Peoples R China"
279,"Pan, GC; Bai, X; Yang, DW; Chen, X; Jing, PT; Qu, SN; Zhang, LJ; Zhou, DL; Zhu, JY; Xu, W; Dong, B; Song, HW","Jilin Univ, State Key Lab Integrated Optoelect, Coll Elect Sci & Engn, Changchun 130012, Jilin, Peoples R China; Jilin Univ, Key Lab Automobile Mat MOE, State Key Lab Superhard Mat, Changchun 130012, Jilin, Peoples R China; Jilin Univ, Coll Mat Sci & Engn, Changchun 130012, Jilin, Peoples R China; Chinese Acad Sci, State Key Lab Luminescence & Applicat, Changchun Inst Opt Fine Mech & Phys, 3888 Eastern South Lake Rd, Changchun 130033, Jilin, Peoples R China"
280,"Pan, AZ; He, B; Fan, XY; Liu, ZK; Urban, JJ; Alivisatos, AP; He, L; Liu, Y","Xi An Jiao Tong Univ, Sch Sci, Dept Chem, Xianning West Rd 28, Xian 710049, Peoples R China; Lawrence Berkeley Natl Lab, Mol Foundry, Berkeley, CA 94720 USA; Lawrence Berkeley Natl Lab, Div Mat Sci, Berkeley, CA 94720 USA; Chinese Acad Sci, Xinjiang Key Lab Elect Informat Mat & Devices, Xinjiang Tech Inst Phys & Chem, Urumqi 830011, Peoples R China; Univ Calif Berkeley, Dept Chem, Berkeley, CA 94720 USA; Kavli Energy NanoSci Inst Berkeley, Berkeley, CA 94720 USA"
281,"Nozik, AJ; Beard, MC; Luther, JM; Law, M; Ellingson, RJ; Johnson, JC","Natl Renewable Energy Lab, Golden, CO 80401 USA; Univ Colorado, Dept Chem & Biochem, Boulder, CO 80309 USA; Univ Calif Irvine, Dept Chem, Irvine, CA 92697 USA; Univ Toledo, Dept Phys & Astron, Toledo, OH 43606 USA"
282,"Guo, YY; Yuan, PF; Zhang, JA; Xia, HC; Cheng, FY; Zhou, MF; Li, J; Qiao, YY; Mu, SC; Xu, Q","Zhengzhou Univ, Coll Mat Sci & Engn, Zhengzhou 450001, Henan, Peoples R China; Zhengzhou Univ, Int Joint Res Lab Quantum Funct Mat Henan Prov, Zhengzhou 450001, Henan, Peoples R China; Zhengzhou Univ, Sch Phys & Engn, Zhengzhou 450001, Henan, Peoples R China; Nankai Univ, Minist Educ, Key Lab Adv Energy Mat Chem, Tianjin 300071, Peoples R China; Wuhan Univ Technol, State Key Lab Adv Technol Mat Synth & Proc, Wuhan 430070, Hubei, Peoples R China"
283,"Autere, A; Jussila, H; Dai, YY; Wang, YD; Lipsanen, H; Sun, ZP","Aalto Univ, Dept Elect & Nanoengn, Tietotie 3, FI-02150 Espoo, Finland; Aalto Univ, QTF Ctr Excellence, Dept Appl Phys, FI-00076 Aalto, Finland"
